@relation sentiment

@attribute feat1 numeric
@attribute feat2 numeric
@attribute feat3 numeric
@attribute feat4 numeric
@attribute feat5 numeric
@attribute feat6 numeric
@attribute feat7 numeric
@attribute feat8 numeric
@attribute feat9 numeric
@attribute feat10 numeric
@attribute feat11 numeric
@attribute feat12 numeric
@attribute feat13 numeric
@attribute feat14 numeric
@attribute feat15 numeric
@attribute feat16 numeric
@attribute feat17 numeric
@attribute feat18 numeric
@attribute feat19 numeric
@attribute feat20 numeric
@attribute class {0, 4}

@data
1,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,5.50,4.11,2,0
2,0,2,0,0,0,0,0,1,0,0,5,0,0,2,0,1,8.00,3.30,3,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6.00,3.00,1,0
2,0,1,0,0,0,1,0,0,0,1,2,1,1,0,0,0,8.50,3.43,2,0
1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.00,4.00,1,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4.00,11.00,1,0
0,1,0,0,0,0,0,0,0,0,1,8,0,2,0,1,0,9.00,4.33,2,0
1,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,2,6.00,4.20,4,0
0,0,0,0,0,1,0,0,0,0,0,5,1,3,0,0,0,12.50,3.52,2,0
0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1,0,5.50,4.70,2,0
4,1,0,1,1,1,1,0,0,0,0,6,0,0,1,0,2,6.00,3.37,4,0
0,0,0,0,0,0,3,0,0,0,0,6,0,1,0,0,0,6.67,4.00,3,0
2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,11.00,3.73,1,0
1,0,0,2,0,0,0,0,0,0,1,6,1,3,1,0,0,14.00,4.08,2,0
1,0,1,1,0,0,1,0,0,0,0,7,0,3,0,1,0,13.50,4.83,2,0
0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.00,4.00,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.00,13.00,1,0
2,0,0,0,0,0,1,1,0,0,0,6,0,2,0,1,0,8.33,3.75,3,0
1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,7.50,4.31,2,0
0,3,0,0,0,0,0,0,0,0,0,5,0,2,1,0,0,20.00,3.89,1,0
2,0,0,1,0,0,2,0,0,0,0,3,0,3,0,0,1,7.67,3.72,3,0
1,0,2,0,0,0,0,0,0,0,1,3,0,2,0,0,0,9.50,3.61,2,0
0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,0,4.67,4.60,3,0
0,1,1,1,2,0,0,0,0,0,0,2,0,3,0,1,0,10.00,4.40,1,0
0,0,0,0,0,0,1,0,1,0,0,5,0,1,0,0,0,15.00,5.31,1,0
0,0,1,1,0,0,0,0,1,0,0,4,0,1,0,1,0,7.00,4.17,2,0
0,0,0,0,2,0,0,0,0,0,1,9,0,0,0,0,0,9.33,4.00,3,0
0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,9.00,3.75,1,0
2,1,0,0,2,0,0,0,1,0,0,2,1,4,1,1,0,7.50,4.04,4,0
6,0,2,2,0,1,1,0,1,0,0,4,0,3,0,0,0,18.50,3.16,2,0
1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,16.00,5.00,1,0
3,1,0,1,0,1,0,0,0,1,0,3,1,1,0,0,1,5.75,3.50,4,0
0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,1,0,3.00,4.40,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.00,4.33,1,0
0,1,0,0,0,0,0,0,0,0,1,8,0,2,0,1,0,8.50,4.33,2,0
1,0,1,0,1,0,1,0,0,0,0,4,0,2,0,1,0,9.00,4.12,2,0
0,0,0,0,0,1,1,0,0,0,0,5,5,1,1,0,1,25.00,4.61,1,0
2,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,5.50,3.33,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,6.00,4.40,1,0
2,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,14.00,3.64,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4.00,4.67,2,0
1,1,0,1,0,0,0,0,0,0,1,8,1,5,0,0,0,9.67,4.00,3,0
2,1,0,0,0,0,0,0,0,0,0,3,1,2,0,0,1,15.00,4.21,1,0
3,0,0,1,1,0,0,0,0,0,0,6,1,0,0,0,1,19.00,3.28,1,0
0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,8.00,4.43,1,0
1,1,0,1,0,1,2,0,0,1,0,9,0,4,0,1,0,15.00,4.57,2,0
2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6.00,4.10,2,0
1,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,2,10.00,4.50,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.00,5.67,1,0
1,0,0,1,0,0,0,0,0,0,1,4,0,1,0,0,0,7.00,4.15,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.00,5.33,1,0
2,0,1,0,2,0,0,0,0,0,1,5,0,3,0,0,0,10.50,4.17,2,0
2,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,10.50,3.39,2,0
2,0,0,1,1,0,1,0,0,0,0,5,1,2,0,0,1,9.50,4.12,2,0
3,0,0,0,0,1,0,0,0,0,1,8,0,3,1,3,0,6.25,3.62,4,0
1,0,0,0,0,0,1,0,0,0,0,5,0,2,0,0,0,11.00,3.90,1,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7.00,4.29,1,0
0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,8.00,4.62,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,8.00,4.71,1,0
1,1,1,0,1,0,1,0,0,0,0,5,0,2,1,1,1,9.67,3.73,3,0
2,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,4,10.67,3.39,3,0
3,0,0,1,1,0,2,0,0,0,0,7,1,2,1,0,1,15.50,3.86,2,0
0,0,2,1,0,0,0,0,1,0,0,8,0,1,1,0,0,25.00,4.42,1,0
2,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,9.00,4.78,1,0
1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2,0,11.00,3.09,1,0
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,2.50,5.25,2,0
1,2,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,4.75,3.81,4,0
2,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,12.00,4.27,1,0
1,0,0,1,0,0,0,0,0,0,0,9,0,2,1,0,0,12.00,3.95,2,0
3,0,0,1,0,2,1,0,0,0,0,7,0,2,2,0,0,7.40,3.16,5,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.50,4.25,2,0
0,0,0,0,0,1,0,0,0,0,0,2,2,2,0,0,0,8.50,5.25,2,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,5.33,4,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7.00,4.29,1,0
0,0,0,0,0,0,0,0,0,0,0,5,0,5,1,0,0,15.00,3.79,1,0
1,1,0,0,1,0,0,0,0,0,1,5,0,3,0,0,0,8.50,4.56,2,0
0,0,0,0,1,0,0,0,0,0,1,7,2,0,0,0,2,13.00,4.42,2,0
2,0,0,0,2,1,0,0,0,0,1,5,1,3,0,0,0,15.50,3.38,2,0
0,0,0,0,0,1,0,0,0,0,2,7,0,3,0,1,0,7.67,4.10,3,0
1,0,1,0,0,1,1,0,0,0,0,4,0,1,0,0,0,13.00,4.91,1,0
2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,12.00,4.09,1,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9.00,5.22,1,0
2,0,0,1,0,0,0,0,1,0,0,6,1,4,0,1,1,6.20,3.28,5,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3.00,5.20,2,0
0,0,0,1,1,0,0,0,0,0,1,6,0,0,0,0,0,4.00,4.58,4,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,4.33,3.90,3,0
1,1,0,0,1,0,0,0,0,0,0,2,0,2,0,2,0,9.00,3.89,1,0
4,0,0,1,0,0,2,0,0,2,0,7,0,3,1,0,1,8.50,3.63,4,0
1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,2,8.33,4.09,3,0
0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4.00,3.43,2,0
3,0,0,1,0,1,0,0,0,0,1,4,0,3,0,0,0,9.50,2.94,2,0
1,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,6.50,4.08,2,0
2,0,0,0,0,1,0,0,0,0,0,5,1,1,0,0,0,6.33,4.25,3,0
0,0,0,0,1,0,1,0,0,0,1,2,0,1,1,0,0,11.00,4.56,1,0
1,0,0,1,1,0,0,0,0,0,0,9,0,1,1,0,0,8.00,4.00,3,0
1,1,3,1,1,0,2,0,0,0,0,6,0,4,0,0,0,16.00,3.59,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.00,9.50,1,0
2,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,14.00,3.71,1,0
3,0,2,0,2,0,0,0,0,0,0,3,0,2,2,0,0,4.83,3.17,6,0
1,0,0,1,0,0,1,0,0,0,0,4,2,3,0,0,0,8.67,3.77,3,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,5.00,4.56,2,0
3,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,12.00,3.40,1,0
1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,4.50,5.57,2,0
0,1,3,1,0,0,0,0,0,0,0,6,0,2,0,0,0,10.00,4.42,2,0
0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,5.00,3.88,2,0
0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,4.50,5.00,2,0
1,0,0,0,0,1,0,0,0,0,0,5,1,4,1,1,1,10.33,3.59,3,0
1,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,15.00,3.62,1,0
1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5.00,4.40,1,0
0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,1,12.00,4.82,1,0
0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,6.00,4.55,2,0
1,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0,1,16.00,3.88,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.00,5.00,1,0
2,0,0,2,1,0,0,0,0,0,0,5,0,2,0,0,0,8.67,3.59,3,0
0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,7,5.50,4.70,2,0
1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,0,5.67,3.71,3,0
0,0,2,1,0,1,1,0,0,0,0,3,0,3,0,1,0,17.00,2.75,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,9.00,4.12,1,0
0,0,0,1,0,0,0,0,0,0,0,2,0,5,0,0,0,14.00,4.93,1,0
0,1,0,1,0,0,2,0,0,0,0,7,1,1,1,0,0,23.00,3.75,1,0
3,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,9.50,3.12,2,0
1,1,0,1,0,1,0,0,0,0,0,2,2,3,0,1,0,7.50,4.00,2,0
4,2,0,0,2,0,1,0,1,0,0,3,0,0,1,0,0,28.00,3.46,1,0
4,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,9.67,4.00,3,0
0,0,0,0,1,1,0,0,0,0,1,4,0,1,0,0,0,9.00,4.35,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,8.00,4.50,1,0
0,2,0,0,1,0,0,0,0,0,0,4,0,1,0,1,0,9.50,5.18,2,0
3,0,1,1,0,1,2,0,0,0,0,3,0,1,0,1,0,22.00,3.95,1,0
4,0,1,0,1,0,0,0,0,0,2,2,0,4,0,0,0,9.67,3.44,3,0
5,0,0,0,0,1,0,0,0,0,0,7,0,0,1,0,0,23.00,3.83,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.00,5.33,1,0
1,0,1,0,0,0,0,0,0,0,0,6,0,3,0,1,0,3.86,3.65,7,0
3,0,2,3,1,0,1,0,0,0,0,6,0,2,0,0,0,29.00,3.46,1,0
1,0,0,0,0,0,1,0,0,0,0,4,1,1,0,0,0,9.00,3.94,2,0
2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8.00,4.25,1,0
1,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4.67,5.42,3,0
0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9.00,5.62,1,0
0,1,1,1,0,0,0,0,0,0,1,3,0,0,0,1,0,4.25,3.92,4,0
0,0,0,1,0,0,1,0,0,2,1,6,0,1,0,0,0,23.00,4.95,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,7.00,4.29,1,0
1,1,0,1,1,0,0,0,0,0,1,9,0,3,0,1,0,14.00,3.04,2,0
2,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,1,9.50,4.06,2,0
0,0,0,1,1,0,2,0,0,0,0,0,1,4,0,0,0,7.00,4.60,2,0
0,0,0,1,0,0,1,0,0,0,0,5,1,0,0,0,0,20.00,4.61,1,0
3,0,0,0,1,0,0,0,0,0,0,9,1,2,1,1,0,12.50,3.61,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,12.00,3.78,1,0
0,0,1,1,1,0,0,0,0,0,0,3,0,4,0,0,0,8.50,4.07,2,0
3,0,0,1,0,0,0,0,0,0,0,7,4,2,0,1,3,15.00,4.00,2,0
2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,10.00,3.67,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.00,3.25,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.00,11.00,1,0
0,0,1,0,1,0,0,0,0,1,2,6,1,1,0,0,0,6.00,4.08,3,0
1,0,2,0,1,0,0,0,0,0,0,4,0,1,0,0,0,7.00,3.46,2,0
3,0,1,1,2,1,0,0,0,0,0,4,0,4,0,0,0,11.33,3.35,3,0
0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0,0,8.67,4.86,3,0
0,1,1,0,1,0,0,0,0,0,1,5,0,2,0,0,0,5.00,4.33,3,0
0,0,0,1,0,0,2,0,0,0,0,5,0,1,0,0,0,18.00,4.00,1,0
2,0,0,0,2,0,0,0,0,0,1,5,0,1,0,0,0,10.00,4.11,2,0
0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,8.00,4.67,1,0
2,0,0,0,1,0,0,0,0,0,0,6,0,1,1,0,0,6.33,4.50,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.00,4.25,1,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.00,4.25,1,0
1,0,1,0,2,0,1,0,0,0,2,8,0,1,0,0,0,8.33,3.55,3,0
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,11.00,4.45,1,0
0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3.67,3.78,3,0
1,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,16.00,4.13,1,0
0,0,1,1,0,0,2,0,0,0,0,3,1,1,0,0,1,14.50,3.80,2,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,5.00,2.75,1,0
0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,9.00,4.36,2,0
0,0,0,1,3,0,0,0,0,0,0,8,0,3,0,1,0,25.00,3.68,1,0
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5.00,5.00,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5.00,2.75,1,0
0,0,0,1,0,0,0,0,0,0,0,4,1,2,0,0,1,12.00,5.00,1,0
2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.00,3.75,1,0
2,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,8.50,3.73,2,0
1,1,1,3,0,1,1,0,0,0,0,6,0,1,1,0,0,8.00,3.81,4,0
3,0,0,0,1,0,0,0,0,0,0,6,1,2,1,0,2,6.50,3.82,4,0
0,0,0,0,0,0,2,0,0,0,1,9,0,1,0,0,0,6.33,4.07,3,0
2,0,1,0,0,0,0,0,0,0,0,5,2,0,1,0,1,7.33,3.75,3,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.00,7.50,1,0
2,0,1,0,0,0,0,0,0,0,0,6,2,2,0,0,0,8.33,4.39,3,0
2,0,1,2,0,0,0,0,0,0,0,7,0,2,0,0,1,9.00,4.38,3,0
0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,1,0,9.00,3.69,2,0
1,0,0,1,1,0,0,0,0,0,1,5,0,1,0,0,0,9.50,3.89,2,0
0,0,2,0,1,0,0,0,0,0,0,5,0,0,0,1,1,4.33,4.00,3,0
0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,7.00,4.33,1,0
2,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,6.00,3.30,2,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.00,2.50,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4.00,4.00,1,0
1,0,1,1,0,0,0,0,0,0,0,6,0,3,0,1,0,18.00,3.50,1,0
0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,4.50,6.71,2,0
1,0,1,0,1,0,0,0,0,0,2,3,0,1,0,0,0,4.00,3.08,4,0
1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5.50,4.22,2,0
1,1,1,0,1,0,0,0,0,0,0,9,0,1,1,0,1,8.67,4.55,3,0
0,1,0,1,1,0,1,0,0,0,0,4,0,3,0,0,0,19.00,5.24,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.00,2.80,1,0
0,0,2,1,0,0,0,0,0,0,0,5,0,1,0,1,1,5.00,4.78,2,0
0,0,0,0,1,0,3,0,1,0,1,13,2,2,0,0,0,7.80,3.16,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.00,5.00,1,0
0,0,0,0,1,0,0,0,0,0,0,5,0,1,1,0,0,13.00,3.85,1,0
0,1,0,0,0,0,0,0,0,0,1,4,0,3,0,0,0,5.67,4.07,3,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5.50,4.70,2,0
2,0,0,0,1,0,1,1,0,0,0,2,2,0,0,0,1,7.50,4.00,2,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.00,4.43,3,0
4,0,0,3,0,0,0,0,0,0,1,5,0,1,0,0,0,22.00,4.19,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6.00,4.33,1,0
3,0,1,1,0,0,0,0,0,0,0,11,0,2,0,0,0,13.00,3.52,2,0
1,0,0,1,2,0,0,0,0,0,2,4,0,1,0,0,0,7.00,4.00,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,4.00,4.29,2,0
1,1,2,0,0,1,0,0,0,0,0,4,0,0,0,0,0,8.50,4.27,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.50,8.67,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,3.50,5.00,2,0
2,0,2,1,1,0,1,0,0,0,0,6,0,3,0,0,0,15.50,3.79,2,0
0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,2,1,4.00,3.40,2,0
3,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,8.00,3.47,2,0
1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,18.00,3.41,1,0
1,0,0,1,0,0,0,0,0,0,0,8,0,1,0,0,0,10.50,4.60,2,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.00,3.80,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00,4.00,1,0
1,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,12.00,3.33,1,0
4,0,0,0,2,0,0,0,0,0,0,6,0,2,1,0,0,14.50,3.89,2,0
0,0,2,0,0,0,0,0,0,0,0,4,0,1,0,0,1,16.00,3.75,1,0
0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,12.00,3.08,1,0
1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,10.00,6.80,1,0
0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,9.00,4.00,1,0
1,0,2,0,1,0,0,0,0,0,0,8,0,0,0,1,1,10.00,4.41,2,0
5,0,1,0,1,1,0,0,0,0,0,4,0,2,0,1,1,9.33,3.64,3,0
0,0,0,1,0,0,1,0,0,0,0,5,0,1,0,0,0,6.50,4.73,2,0
3,0,0,1,0,0,0,0,0,0,1,1,1,3,0,0,0,7.00,3.68,3,0
0,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,7.00,4.16,3,0
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7.00,4.00,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8.00,3.86,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,6.00,4.00,1,0
2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.00,4.44,1,0
1,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,5.00,4.62,2,0
1,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,0,6.75,3.91,4,0
3,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,10.50,3.84,2,0
1,0,0,1,0,0,0,0,0,0,0,4,2,2,0,0,0,20.00,4.28,1,0
1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5.00,5.12,2,0
5,0,0,0,1,0,1,0,0,0,0,6,0,2,0,1,0,20.00,3.89,1,0
2,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,11.00,3.43,3,0
1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,8.00,4.71,1,0
2,0,2,1,0,0,0,0,0,0,0,6,0,1,0,0,0,6.60,3.70,5,0
1,0,1,0,0,0,0,0,0,0,0,4,0,1,1,0,0,7.00,3.38,2,0
0,1,1,2,1,0,1,0,0,0,0,7,1,2,0,0,0,8.33,5.05,3,0
3,0,0,1,0,0,0,0,0,0,0,7,4,2,0,1,3,15.00,4.04,2,0
0,1,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,9.00,3.62,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4.00,4.43,2,0
1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,7.00,3.33,1,0
0,0,0,1,0,1,0,0,0,0,0,13,0,2,0,1,0,28.00,3.71,1,0
0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,5.50,5.20,2,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5.33,5.08,3,0
1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,4.33,4.50,3,0
4,0,1,1,0,1,0,0,0,0,1,4,0,2,0,0,0,8.33,3.87,3,0
0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,7.00,4.00,1,0
0,0,0,1,0,0,0,0,0,0,1,3,2,1,0,0,0,7.00,5.15,2,0
2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12.00,3.67,1,0
1,0,1,0,1,0,1,0,0,0,0,10,0,2,0,0,0,9.00,4.09,3,0
0,1,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,10.00,4.56,1,0
3,0,2,0,4,0,0,0,0,0,0,3,1,4,0,1,0,10.33,3.50,3,0
1,1,0,0,1,0,0,0,0,0,0,2,0,1,2,0,0,5.00,3.89,2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.00,3.60,1,0
0,0,0,0,0,0,0,0,0,0,1,4,1,2,0,0,0,6.50,4.73,2,0
3,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,20.00,4.05,1,0
0,0,0,1,0,0,1,0,0,0,0,5,0,3,0,0,0,6.50,4.18,2,0
0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,4.00,4.83,2,0
2,0,1,1,0,1,0,0,0,0,0,9,0,2,0,0,1,9.33,3.96,3,0
1,4,0,0,1,0,0,0,0,0,0,4,0,2,0,0,0,9.33,3.88,3,0
0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,5.50,4.50,2,0
1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,7.00,3.83,1,0
5,0,1,1,0,0,2,0,0,0,0,4,0,3,0,1,0,33.00,3.82,1,0
1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,12.00,4.00,1,0
0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,10.00,4.10,1,0
1,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,20.00,3.74,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.00,3.40,1,0
0,0,0,1,0,0,0,0,1,0,0,3,1,0,0,0,0,6.50,4.45,2,0
0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,5.00,3.78,2,0
1,0,0,1,2,0,0,0,0,0,0,3,1,1,0,0,0,8.00,4.43,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6.00,4.00,1,0
1,1,0,0,0,0,0,0,0,0,1,10,0,0,0,2,0,8.33,3.91,3,0
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5.00,4.56,2,0
0,0,1,0,1,0,0,0,1,0,0,3,0,3,0,0,0,13.00,4.83,1,0
0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,6.00,3.55,2,0
0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,6.00,5.17,1,0
0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,11.00,3.78,1,0
0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,11.00,4.18,1,0
2,0,0,1,2,0,0,0,0,0,1,4,4,0,0,0,0,13.50,4.08,2,0
0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,7.50,3.86,2,0
0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,8.00,4.57,1,0
0,0,0,0,1,0,1,0,0,0,0,5,0,1,0,0,3,8.50,3.57,2,0
0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,2,0,12.50,4.17,2,0
0,0,0,1,1,0,0,0,0,2,0,2,0,1,0,0,0,12.00,4.10,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.00,5.00,1,0
0,0,0,2,1,0,0,0,0,0,0,8,0,3,0,1,1,22.00,3.64,1,0
1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,12.00,3.45,1,0
1,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,10.00,4.56,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.00,5.50,1,0
2,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,5.67,4.00,3,0
